"subsiteID","(Intercept)","bdMeanNightProp","bdMeanMoonProp","bdMeanForkLength","flow_cfs","temp_c","discharge_cfs","waterDepth_cm","waterDepth_ft","airTemp_C","airTemp_F","turbidity_ntu","waterVel_fts","waterTemp_C","waterTemp_F","lightPenetration_ntu","dissolvedOxygen_mgL","conductivity_mgL","barometer_inHg","precipLevel_qual","percQ","threshold","available","Stage"
"42066",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"Final"
"42066",-5.05199047975718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"Final Model Betas"
"42066",0.00639658848627501,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,"Final Model Odds Ratios"
"42070",1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,43,44,"Initial"
"42070",1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,43,44,"Interim (Temp)"
"42070",1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,43,44,"Interim (Flow)"
"42070",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,43,44,"Final"
"42070",-6.67521739692889,5.24654752492667,0,0,0,0,0,-0.00451002366710153,0,0,0,0,0,0,0,0,0,0,0,0,32.7739185496183,43,44,"Final Model Betas"
"42070",0.00126179824496193,189.909477596389,1,1,1,1,1,0.995500131217645,1,1,1,1,1,1,1,1,1,1,1,1,171211123222266,43,44,"Final Model Odds Ratios"
"42075",1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,3,3,"Initial"
"42075",1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3,3,"Interim (Temp)"
"42075",1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,3,3,"Interim (Flow)"
"42075",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"Final"
"42075",-4.64332195182058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"Final Model Betas"
"42075",0.00962566845046735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,"Final Model Odds Ratios"
"42080",1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,68,71,"Initial"
"42080",1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,68,71,"Interim (Temp)"
"42080",1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,68,71,"Interim (Flow)"
"42080",1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,71,"Final"
"42080",1.6940109421834,0,0,-0.0607899241462163,0,-0.393292534133833,0,-0.00605179844077283,0,0,0,0,0,0,0,0,0,0,0,0,0,68,71,"Final Model Betas"
"42080",5.44126158061941,1,1,0.941020904782961,1,0.674831307516534,1,0.993966476806788,1,1,1,1,1,1,1,1,1,1,1,1,1,68,71,"Final Model Odds Ratios"
"42090",1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,24,26,"Initial"
"42090",1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,24,26,"Interim (Temp)"
"42090",1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,24,26,"Interim (Flow)"
"42090",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,24,26,"Final"
"42090",-7.32077169890547,1.43101225231874,0,0,0,0,0,0,0,0,0,0.0578069081253767,0,0,0,0,0,0,0,0,151.733260187896,24,26,"Final Model Betas"
"42090",0.000661651418473086,4.18293123145414,1,1,1,1,1,1,1,1,1,1.05951039310938,1,1,1,1,1,1,1,1,7.8871049677351e+65,24,26,"Final Model Odds Ratios"
"42100",1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,25,27,"Initial"
"42100",1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,25,27,"Interim (Temp)"
"42100",1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,25,27,"Interim (Flow)"
"42100",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,27,"Final"
"42100",-9.8406095114882,4.75203857608293,-2.32379756079947,0.0197110728678534,0,0,0,0.00194089564459358,0,0,0,0,0,0,0,0,0,0,0,0,305.135020204618,25,27,"Final Model Betas"
"42100",5.32448478797171e-05,115.820152220622,0.0979010934165688,1.01990661875791,1,1,1,1.00194278040172,1,1,1,1,1,1,1,1,1,1,1,1,3.2995560509403e+132,25,27,"Final Model Odds Ratios"
"42110",1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,53,55,"Initial"
"42110",1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,53,55,"Interim (Temp)"
"42110",1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,53,55,"Interim (Flow)"
"42110",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,55,"Final"
"42110",-15.5239161900058,0,1.69435247657781,0,0,0.827762852087496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.731202229149,53,55,"Final Model Betas"
"42110",1.81154389245132e-07,1,5.4431202759843,1,1,2.28819398159066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.66479644121364e+47,53,55,"Final Model Odds Ratios"
"5001",1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,97,106,"Initial"
"5001",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97,106,"Interim (Temp)"
"5001",1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,97,106,"Interim (Flow)"
"5001",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,106,"Final"
"5001",-3.54924699125002,0,0,0,-6.56894396255981e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,106,"Final Model Betas"
"5001",0.0287462777050375,1,1,1,0.999934312717878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97,106,"Final Model Odds Ratios"
"5002",1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,127,140,"Initial"
"5002",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127,140,"Interim (Temp)"
"5002",1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,127,140,"Interim (Flow)"
"5002",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,140,"Final"
"5002",-5.92409477364103,3.96541872890245,0,0,-0.000164437160510924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,140,"Final Model Betas"
"5002",0.00267422737095863,52.7423495126558,1,1,0.999835576358538,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,127,140,"Final Model Odds Ratios"
"5003",1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,54,59,"Initial"
"5003",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54,59,"Interim (Temp)"
"5003",1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,54,59,"Interim (Flow)"
"5003",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54,59,"Final"
"5003",-4.33601821257512,0,0,0,0,0,0,0,0,0,0,-0.187284389143333,0,0,0,0,0,0,0,0,0,54,59,"Final Model Betas"
"5003",0.0130885403694772,1,1,1,1,1,1,1,1,1,1,0.829207885130128,1,1,1,1,1,1,1,1,1,54,59,"Final Model Odds Ratios"
"52001",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,49,54,"Initial"
"52001",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,49,54,"Interim (Temp)"
"52001",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,49,54,"Interim (Flow)"
"52001",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,54,"Final"
"52001",1.55190898051678,0,0,0,-0.000834926244238939,0,0,0,0,0,0,0,0,-0.553763016375284,0,0,0,0,0,0,0,49,54,"Final Model Betas"
"52001",4.72047287762543,1,1,1,0.999165422209693,1,1,1,1,1,1,1,1,0.574782818566251,1,1,1,1,1,1,1,49,54,"Final Model Odds Ratios"
"52002",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14,15,"Initial"
"52002",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14,15,"Interim (Temp)"
"52002",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14,15,"Interim (Flow)"
"52002",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,"Final"
"52002",-4.79966498512743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,"Final Model Betas"
"52002",0.00823250459856321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,"Final Model Odds Ratios"
"52003",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,6,"Initial"
"52003",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,6,"Interim (Temp)"
"52003",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,6,"Interim (Flow)"
"52003",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"Final"
"52003",-3.32268411603309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"Final Model Betas"
"52003",0.0360559234734098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,"Final Model Odds Ratios"
"52004",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,"Initial"
"52004",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,"Interim (Temp)"
"52004",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,"Interim (Flow)"
"52004",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"Final"
"52004",-7.5755846515567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"Final Model Betas"
"52004",0.000512820512821071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,"Final Model Odds Ratios"
"57001",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,36,37,"Initial"
"57001",1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,36,37,"Interim (Temp)"
"57001",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,36,37,"Interim (Flow)"
"57001",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,"Final"
"57001",-5.45889175817494,4.53868785503196,0,0.0297347527753895,-0.000864922577293967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,"Final Model Betas"
"57001",0.00425827232627044,93.5679448271497,1,1.03018124499447,0.999135451360422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,37,"Final Model Odds Ratios"
"57002",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,4,"Initial"
"57002",1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,"Interim (Temp)"
"57002",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,4,"Interim (Flow)"
"57002",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"Final"
"57002",-4.55629306151598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"Final Model Betas"
"57002",0.0105009131228803,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,"Final Model Odds Ratios"
"57003",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,"Initial"
"57003",1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,"Interim (Temp)"
"57003",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,"Interim (Flow)"
"57003",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"Final"
"57003",-4.43368026559228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"Final Model Betas"
"57003",0.0118707217745429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,"Final Model Odds Ratios"
"57004",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,32,34,"Initial"
"57004",1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,32,34,"Interim (Temp)"
"57004",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,32,34,"Interim (Flow)"
"57004",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,"Final"
"57004",-4.69761706836315,0,0,0.0484918527242013,-0.000365331080728026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,"Final Model Betas"
"57004",0.00911697636891448,1,1,1.04968681969746,0.999634735644545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,34,"Final Model Odds Ratios"
"57005",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,5,5,"Initial"
"57005",1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,"Interim (Temp)"
"57005",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,5,5,"Interim (Flow)"
"57005",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,"Final"
"57005",-5.3082676974012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,"Final Model Betas"
"57005",0.00495049504950495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,"Final Model Odds Ratios"
"6002",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36,39,"Initial"
"6002",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36,39,"Interim (Temp)"
"6002",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36,39,"Interim (Flow)"
"6002",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,39,"Final"
"6002",-2.51136471989683,0,1.95105705590654,0,-0.00159575206195763,0,0,0,0,0,0,-0.194241662571254,0,0,0,0,0,0,0,0,0,36,39,"Final Model Betas"
"6002",0.0811574065028422,1,7.03612122450801,1,0.99840552047339,1,1,1,1,1,1,0.823458881030799,1,1,1,1,1,1,1,1,1,36,39,"Final Model Odds Ratios"
"6003",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,42,46,"Initial"
"6003",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,42,46,"Interim (Temp)"
"6003",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,42,46,"Interim (Flow)"
"6003",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,46,"Final"
"6003",0.205206721403259,0,4.48705224418056,0,0,0,0,0,0,0,0,0,0,-0.822225313853221,0,0,0,0,0,0,0,42,46,"Final Model Betas"
"6003",1.22777884689732,1,88.8591244376588,1,1,1,1,1,1,1,1,1,1,0.439452645548933,1,1,1,1,1,1,1,42,46,"Final Model Odds Ratios"
